symbol,company_name,sector,industry,country,market_cap,net_income,total_revenue,return_on_assets,return_on_equity,profit_margins,pe_trailing,pe_forward,earnings_growth,price_to_sales,price_to_book,revenue_growth,debt_to_equity,dividend_yield,payout_ratio,free_cashflow
CLAR,Clarus Corporation,Consumer Cyclical,Leisure,United States,115324464.0,-44607000.0,251944992.0,-0.04679,-0.21093,-0.17705,,17.391304,,0.45773667,0.59547436,0.025,5.905,3.33,0.1471,336875.0
CLB,Core Laboratories Inc.,Energy,Oil & Gas Equipment & Services,United States,655494784.0,29034000.0,524732000.0,0.04863,0.110640004,0.05533,23.311476,16.631578,,1.2491992,2.4353485,-0.014,61.002,0.28,0.0656,44221376.0
CLBK,"Columbia Financial, Inc.",Financial Services,Banks - Regional,United States,2118406656.0,55965000.0,259200000.0,0.00518,0.04922,0.21591,37.01818,26.102566,0.48,8.172865,1.8065661,0.185,,,0.0,
CLBT,Cellebrite DI Ltd.,Technology,Software - Infrastructure,Israel,3287617024.0,71351000.0,496427008.0,0.04763,0.16444,0.14476,47.07143,20.029179,-0.429,6.6225586,6.364075,0.193,4.467,,0.0,149560880.0
CLDT,Chatham Lodging Trust,Real Estate,REIT - Hotel & Motel,United States,525158816.0,1053000.0,292872000.0,0.01358,0.01193,0.03146,535.0,-89.166664,,1.7931342,0.69363415,-0.016,58.283,3.74,18.5,71462128.0
CLDX,"Celldex Therapeutics, Inc.",Healthcare,Biotechnology,United States,2412061440.0,-283646016.0,865000.0,-0.30888,-0.48938,0.0,,-6.757143,,2788.5103,4.4841676,-0.978,0.418,,0.0,-126271376.0
CLF,Cleveland-Cliffs Inc.,Basic Materials,Steel,United States,6405756416.0,-1208999936.0,18902999040.0,-0.027409999,-0.18604,-0.064380005,,24.261671,,0.33887514,1.1002253,0.063,129.324,,0.0,-60500000.0
CLFD,"Clearfield, Inc.",Technology,Communication Equipment,United States,594267072.0,3312000.0,148547008.0,-0.00307,0.01302,-0.057979997,190.13043,30.158619,,4.000532,2.4526079,-0.153,4.505,,0.0,19607124.0
CLH,"Clean Harbors, Inc.",Industrials,Waste Management,United States,15162584064.0,395495008.0,6058423808.0,0.057490002,0.14794,0.06528,38.9308,31.52967,0.092,2.5027275,5.46171,0.019,116.452,,0.0,407184640.0
CLMB,"Climb Global Solutions, Inc.",Technology,Electronics & Computer Distribution,United States,389797280.0,20712000.0,696849024.0,0.04414,0.19609,0.03011,18.385963,11.864128,-0.1,0.55937123,3.2201567,0.321,1.507,0.75,0.1118,19610124.0
CLMT,"Calumet, Inc.",Basic Materials,Specialty Chemicals,United States,2982175488.0,-188800000.0,4172900096.0,-0.02005,,-0.04524,,100.647064,,0.71465296,-2.8552358,0.036,,,0.0,155612496.0
CLNE,Clean Energy Fuels Corp.,Energy,Oil & Gas Refining & Marketing,United States,451460512.0,-99469000.0,438624992.0,-0.019019999,-0.17167,-0.22677,,65.70513,,1.0292631,0.80899763,0.133,57.472,,0.0,-19267124.0
CLOV,"Clover Health Investments, Corp.",Healthcare,Healthcare Plans,United States,1869729280.0,-56941000.0,2210365952.0,-0.05552,-0.16859,-0.02576,,35.5,,0.8458913,5.4953556,0.62,,,0.0,75082376.0
CLPT,"ClearPoint Neuro, Inc.",Healthcare,Medical Devices,United States,343080608.0,-29066000.0,40614000.0,-0.24982001,-1.49717,-0.71566004,,-12.170213,,8.447349,18.216558,0.429,337.498,,0.0,-11632625.0
CLS,Celestica Inc.,Technology,Electronic Components,Canada,42237669376.0,958600000.0,13789299712.0,0.10663,0.52454,0.069520004,44.422005,24.460741,1.473,3.0630758,20.135378,0.528,44.881,,0.0,646862528.0
CLSK,"CleanSpark, Inc.",Financial Services,Capital Markets,United States,4098039552.0,-536588000.0,739884032.0,-0.18244,-0.34804,-0.67657995,,-31.110594,,5.538759,4.1556077,-0.249,181.585,,0.0,-300704512.0
CLVT,Clarivate Plc,Technology,Information Technology Services,United Kingdom,1566080512.0,-137400000.0,2447000064.0,0.00987,-0.027999999,-0.056149997,,3.1322713,,0.64000016,0.3270155,-0.014,90.532,,0.0,473424992.0
CLW,Clearwater Paper Corporation,Basic Materials,Paper & Paper Products,United States,227043568.0,-59900000.0,1537500032.0,-0.00605,-0.07259,-0.01633,,-9.142858,,0.14767061,0.2736212,-0.047,45.859,,0.0,-119125000.0
CLX,The Clorox Company,Consumer Defensive,Household & Personal Products,United States,11500829696.0,756000000.0,6760000000.0,0.110369995,5.46099,0.111829996,15.46504,15.108912,0.027,1.7013062,-171.6787,0.001,4876.087,5.22,0.8033,62750000.0
CM,Canadian Imperial Bank of Commerce,Financial Services,Banks - Diversified,Canada,106291224576.0,8977000448.0,27913000960.0,0.00847,0.14748,0.33528998,16.545845,14.41887,0.466,3.807947,2.297047,0.167,,2.72,0.415,
CMC,Commercial Metals Company,Industrials,Metal Fabrication,United States,7972803072.0,505220992.0,8386826752.0,0.05678,0.12002,0.06024,16.085012,10.382147,2.773,0.95063406,1.8108094,0.215,81.609,1.03,0.1611,144200128.0
CMCL,Caledonia Mining Corporation Plc,Basic Materials,Gold,Jersey,440337024.0,61471000.0,261542000.0,0.15516,0.2775,0.23766,7.169811,4.461839,0.794,1.6836188,1.6619287,0.139,38.686,2.46,0.1761,62564624.0
CMCO,Columbus McKinnon Corporation,Industrials,Farm & Heavy Construction Machinery,United States,429366112.0,6011000.0,1002510976.0,0.03951,0.0067000003,0.006,71.14286,8.7337265,0.509,0.4282907,0.45987624,0.105,56.683,1.87,1.3333,82288128.0
CMCSA,Comcast Corporation,Communication Services,Telecom Services,United States,90038018048.0,18797000704.0,125277003776.0,0.04535,0.20918,0.15004,4.942157,6.6115813,-0.326,0.71871144,1.0213137,0.053,106.858,5.24,0.2588,4013125120.0
CME,CME Group Inc.,Financial Services,Financial Data & Stock Exchanges,United States,105228025856.0,4244800000.0,6743600128.0,0.0155,0.15919,0.63324,24.870197,22.567135,0.213,15.604132,3.9583817,0.144,14.059,1.79,0.4309,3030237440.0
CMG,"Chipotle Mexican Grill, Inc.",Consumer Cyclical,Restaurants,United States,42189119488.0,1451986048.0,12138590208.0,0.13539,0.49231997,0.119619995,30.17431,24.22979,-0.179,3.4756193,17.578835,0.074,217.885,,0.0,1087909760.0
CMGGF,Commercial International Bank Egypt (CIB) S.A.E.,Financial Services,Banks - Regional,Egypt,4708960768.0,,,0.05895,0.44577998,0.6264,5.9469585,,0.063,,0.02109131,0.164,,,0.042600002,
CMI,Cummins Inc.,Industrials,Specialty Industrial Machinery,United States,88250908672.0,2672999936.0,33894000640.0,0.07273,0.21993999,0.07886,33.223377,19.227543,-0.21,2.6037323,7.145251,0.027,61.621,1.25,0.4062,1688625024.0
CMP,"Compass Minerals International, Inc.",Basic Materials,Other Industrial Metals & Mining,United States,1283505920.0,7100000.0,1291399936.0,0.05242,0.0278,0.0055,191.1875,27.679752,,0.99388725,4.6809487,-0.084,282.786,,0.0,82537504.0
CMPR,Cimpress plc,Industrials,Specialty Business Services,Ireland,2481123584.0,45502000.0,3661170944.0,0.08291,,0.01243,55.950817,18.1865,,0.6776858,-4.7326093,0.123,,,0.0,135717632.0
CMPX,"Compass Therapeutics, Inc.",Healthcare,Biotechnology,United States,372781984.0,-68173000.0,,-0.27914,-0.45946,0.0,,-4.5,,,2.0,,5.251,,0.0,-30043500.0
CMRE,Costamare Inc.,Industrials,Marine Shipping,Monaco,1982523904.0,340392992.0,866092992.0,0.059180003,0.15048,0.39816,5.80212,5.906475,-0.212,2.2890427,0.91988796,-0.053,67.173,2.8,0.1625,145603744.0
CMS,CMS Energy Corporation,Utilities,Utilities - Regulated Electric,United States,23023777792.0,1096999936.0,8821999616.0,0.03131,0.103719994,0.12548,20.64543,17.863049,0.089,2.609814,2.491059,0.116,189.842,3.06,0.6079,-2156000000.0
CMT,"Core Molding Technologies, Inc.",Basic Materials,Specialty Chemicals,United States,201494432.0,9617000.0,270934016.0,0.03727,0.06243,0.0355,21.198198,13.680233,-0.72,0.74370295,1.2234817,-0.047,22.116,,0.0,-18697876.0
CMTG,"Claros Mortgage Trust, Inc.",Real Estate,REIT - Mortgage,United States,301470368.0,-464740000.0,-318585984.0,-0.0859,-0.27119,0.0,,-5.119048,,-0.9462763,0.20193481,,176.143,,0.0,
CNA,CNA Financial Corporation,Financial Services,Insurance - Property & Casualty,United States,11916908544.0,1215000064.0,15352999936.0,0.0154,0.11497,0.07914,9.854587,9.177083,-0.222,0.77619416,1.0976005,0.1,27.374,4.36,0.4161,1755250048.0
CNC,Centene Corporation,Healthcare,Healthcare Plans,United States,29203152896.0,-6444000256.0,178331992064.0,0.01222,-0.26044,-0.03613,,13.274285,0.183,0.16375723,1.3628298,0.051,76.049,,0.0,6847499776.0
CNDT,Conduent Incorporated,Technology,Information Technology Services,United States,291582016.0,-162000000.0,3014000128.0,-0.01472,-0.17582001,-0.050430004,,-9.4,,0.09674253,0.4548754,-0.037,115.07,,0.0,62750000.0
CNH,CNH Industrial N.V.,Industrials,Farm & Heavy Construction Machinery,United Kingdom,12535900160.0,386000000.0,18093000704.0,0.00945,0.0484,0.021329999,31.59375,13.862607,-0.944,0.6928591,1.6060364,-0.001,333.719,0.99,0.78129995,247250000.0
CNK,"Cinemark Holdings, Inc.",Communication Services,Entertainment,United States,3086700544.0,168700000.0,3217400064.0,0.05432,0.46648,0.053060003,20.33077,10.72211,,0.9593773,8.016378,0.189,767.283,1.36,0.2615,234712496.0
CNM,"Core & Main, Inc.",Industrials,Industrial Distribution,United States,9204435968.0,441000000.0,7647000064.0,0.07549,0.24012,0.05767,20.463203,15.838659,0.091,1.2036662,4.468286,-0.069,118.467,,0.0,464249984.0
CNMD,CONMED Corporation,Healthcare,Medical Devices,United States,1120965248.0,54847000.0,1370514048.0,0.03712,0.054980002,0.04002,21.033897,7.6820855,1.368,0.8179159,1.1027516,-0.013,84.592,2.15,0.22600001,125867624.0
CNNE,"Cannae Holdings, Inc.",Consumer Cyclical,Restaurants,United States,609015360.0,-410700000.0,416600000.0,-0.036310002,-0.32384998,-1.0376899,,-8.315984,,1.4618708,0.6592779,-0.068,22.105,4.33,0.0,573637504.0
CNO,"CNO Financial Group, Inc.",Financial Services,Insurance - Life,United States,4414450688.0,245500000.0,4512900096.0,0.0104,0.09764,0.0544,19.068548,9.545822,0.857,0.9781849,1.7753502,0.025,172.194,1.52,0.2742,1026137472.0
CNOB,"ConnectOne Bancorp, Inc.",Financial Services,Banks - Regional,United States,1496585600.0,91785000.0,378400992.0,0.00818,0.06892,0.25905,16.0,8.113414,0.475,3.9550257,1.0084375,0.655,,2.62,0.38709998,
CNP,"CenterPoint Energy, Inc.",Utilities,Utilities - Regulated Electric,United States,28018079744.0,1071000000.0,9411999744.0,0.02843,0.09561,0.11379,26.276075,20.57216,0.067,2.9768467,2.4471488,0.019,215.591,2.15,0.546,-4945375232.0
CNQ,Canadian Natural Resources Limited,Energy,Oil & Gas E&P,Canada,101386362880.0,9710000128.0,38633000960.0,0.050419997,0.22825001,0.25134,11.798544,13.087114,-0.453,2.624346,3.120709,-0.012,44.85,3.76,0.45540002,5340624896.0
CNR,"Core Natural Resources, Inc.",Energy,Thermal Coal,United States,4237767680.0,-62895000.0,4231646976.0,-0.0135699995,-0.01666,-0.0148599995,,12.372333,,1.0014464,1.1625687,0.066,12.444,0.48,0.3182,368524384.0
CNS,"Cohen & Steers, Inc.",Financial Services,Asset Management,United States,3692978688.0,155807008.0,567288000.0,0.13514,0.23745,0.27465,23.788078,19.174358,0.065,6.5098834,6.5547442,0.083,20.439,3.73,0.83769995,100082496.0
CNSL,,,,,,,,,,,,,,,,,,,,
CNX,CNX Resources Corporation,Energy,Oil & Gas E&P,United States,4995574272.0,1179024000.0,2237853952.0,0.110089995,0.28081,0.52685,4.708,8.250791,,2.2323058,1.083295,0.282,54.827,,0.0,408791136.0
CNXC,Concentrix Corporation,Technology,Information Technology Services,United States,1606867072.0,-1329463040.0,9953940480.0,0.031689998,-0.38919997,-0.13337,,2.0518014,-0.684,0.16143025,0.57454467,0.054,204.038,5.46,0.282,517133760.0
CNXN,"PC Connection, Inc.",Technology,Electronics & Computer Distribution,United States,1676018688.0,87464000.0,2893565952.0,0.05198,0.09725001,0.03023,19.313953,15.688312,0.333,0.57922256,1.8179828,0.03,0.801,1.2,0.189,104340000.0
COCO,"The Vita Coco Company, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,United States,4342845440.0,82912000.0,658624000.0,0.13894,0.26319999,0.12589,55.10145,37.153034,0.613,6.593816,12.330145,0.373,4.097,,0.0,46200624.0
CODI,Compass Diversified,Industrials,Conglomerates,United States,862204224.0,-275673984.0,1846663936.0,0.013309999,-0.53199,-0.12302,,40.92857,,0.4668983,-11.180488,-0.059,383.344,9.45,4.0462,-64232624.0
COF,Capital One Financial Corporation,Financial Services,Credit Services,United States,116860362752.0,2579000064.0,36310999040.0,0.00487,0.03259,0.08876,57.781536,7.7672863,-0.032,3.2183185,1.0823319,0.463,,1.7,0.86120003,
COFS,"ChoiceOne Financial Services, Inc.",Financial Services,Banks - Regional,United States,470815104.0,55786000.0,171007008.0,0.01282,0.12437,0.32622,7.4502373,8.535754,,2.753192,1.0007321,1.35,,3.69,0.2701,
COGT,"Cogent Biosciences, Inc.",Healthcare,Biotechnology,United States,5582257152.0,-354303008.0,,-0.38132,-0.85716003,0.0,,-34.74423,,,10.28005,,39.272,,0.0,-167254000.0
COHR,Coherent Corp.,Technology,Scientific & Technical Instruments,United States,73867542528.0,400608992.0,6602083840.0,0.03142,0.04718,0.07102,178.94315,46.638454,,11.1885195,6.915075,0.205,31.093,,0.0,-197631744.0
COHU,"Cohu, Inc.",Technology,Semiconductor Equipment & Materials,United States,2195068928.0,-55537000.0,481278016.0,-0.02783,-0.06956,-0.115389995,,31.932415,,4.560917,2.854076,0.293,42.923,,0.0,69161000.0
COIN,"Coinbase Global, Inc.",Financial Services,Financial Data & Stock Exchanges,United States,48737607680.0,800601984.0,6285964800.0,0.01926,0.06686,0.12736,68.01103,37.336872,,7.7534013,3.6147099,-0.308,59.081,,0.0,2407562752.0
COKE,"Coca-Cola Consolidated, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,United States,11684030464.0,578526976.0,7494746112.0,0.12697,1.35179,0.07719,24.111263,4.5077043,2.658,1.5589628,3.6707165,0.083,197.906,0.57,0.1372,531065504.0
COLB,"Columbia Banking System, Inc.",Financial Services,Banks - Regional,United States,8606548992.0,654000000.0,2336000000.0,0.01114,0.10154,0.28039,11.658824,8.786499,0.61,3.6843104,1.1231583,0.399,,4.98,0.5725,
COLD,"Americold Realty Trust, Inc.",Real Estate,REIT - Industrial,United States,4245618176.0,-111725000.0,2601574912.0,0.01351,-0.037019998,-0.04295,,197.46666,,1.6319416,1.4983813,0.003,159.413,6.21,7.6364,475513760.0
COLL,"Collegium Pharmaceutical, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,United States,1105018880.0,74949000.0,796329984.0,0.07599,0.27411,0.094119996,16.538836,4.476063,-0.466,1.3876394,3.533866,0.089,297.575,,0.0,332619008.0
COLM,Columbia Sportswear Company,Consumer Cyclical,Apparel Manufacturing,United States,3241814784.0,169284000.0,3397912064.0,0.05491,0.10285,0.04982,20.252396,15.014032,-0.133,0.95406085,2.0492678,0.001,29.872,1.89,0.3834,124726496.0
COMM,,,,,,,,,,,,,,,,,,,,
COMP,"Compass, Inc.",Real Estate,Real Estate Services,United States,6276085248.0,14500000.0,8309600256.0,-0.01765,0.00825,0.00174,420.0,10.763296,,0.75528127,2.22281,0.994,143.953,,0.0,571750016.0
CON,"Concentra Group Holdings Parent, Inc.",Healthcare,Medical Care Facilities,United States,3239992064.0,175138000.0,2232219904.0,0.07979,0.47004002,0.07974,18.215828,14.678175,0.294,1.4514663,7.6288037,0.137,467.735,0.99,0.17989999,143357632.0
COO,"The Cooper Companies, Inc.",Healthcare,Medical Instruments & Supplies,United States,12204405760.0,401400000.0,4151800064.0,0.03639,0.04868,0.09668,31.119402,12.459017,0.269,2.9395456,1.4590963,0.062,33.201,,0.0,367087488.0
COOK,"Traeger, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States,156866096.0,-111475000.0,510303008.0,0.00056,-0.4907,-0.21845,,85.25468,,0.30739793,0.8856465,-0.344,243.097,,0.0,67193624.0
COOP,,,,,,,,,,,,,,,,,,,,
COP,ConocoPhillips,Energy,Oil & Gas E&P,United States,146755698688.0,7297999872.0,59377999872.0,0.05865,0.112840004,0.12331,20.416948,13.384637,-0.202,2.47155,2.2738168,-0.053,36.143,2.79,0.5492,5289124864.0
COR,"Cencora, Inc.",Healthcare,Medical Distribution,United States,53486780416.0,2548677120.0,328680013824.0,0.03486,1.0713401,0.00775,21.04977,13.901249,1.283,0.16273208,15.742428,0.038,420.985,0.87,0.1762,-318246112.0
CORT,Corcept Therapeutics Incorporated,Healthcare,Biotechnology,United States,6464713216.0,46681000.0,769096000.0,-0.0061799996,0.07166,0.06156,172.05714,36.944786,,8.4056,10.131226,0.049,1.511,,0.0,115660496.0
CORZ,"Core Scientific, Inc.",Technology,Software - Infrastructure,United States,8029782016.0,-1072057024.0,354737984.0,-0.04328,,0.0,,80.190475,,22.63581,-6.131068,0.449,,,0.0,174972256.0
COST,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,United States,456181284864.0,8549000192.0,286265016320.0,0.08718,0.29650998,0.029860001,53.47062,45.607975,0.455,1.5935628,27.583025,0.215,60.257,0.57,0.27040002,6690375168.0
COTY,Coty Inc.,Consumer Defensive,Household & Personal Products,United States,1787346816.0,-545800000.0,5789799936.0,0.02037,-0.13938,-0.09199,,5.536464,,0.30870613,0.5778537,-0.013,97.81,,0.0,402875008.0
COUR,"Coursera, Inc.",Consumer Defensive,Education & Training Services,United States,1523427968.0,-63700000.0,773900032.0,-0.04893,-0.10255,-0.08231,,10.06337,,1.9685074,1.4255091,0.091,0.76,,0.0,69350000.0
CP,Canadian Pacific Kansas City Limited,Industrials,Railroads,Canada,76576145408.0,4076999936.0,14983999488.0,0.04298,0.08428001,0.27209,26.460123,20.189568,-0.031,5.110528,2.283603,-0.025,51.291,0.8,0.2036,1903250048.0
CPA,"Copa Holdings, S.A.",Industrials,Airlines,Panama,5589526016.0,707348992.0,3771064064.0,0.0854,0.26419002,0.18757,7.979033,6.896437,0.205,1.4822146,1.9504001,0.17,84.124,4.99,0.3811,-178419248.0
CPAY,"Corpay, Inc.",Technology,Software - Infrastructure,United States,22739410944.0,1172201984.0,4783723008.0,0.061869998,0.32124,0.24597,20.832335,11.367038,0.491,4.7534966,6.5547514,0.254,271.343,,0.0,2095142784.0
CPB,The Campbell's Company,Consumer Defensive,Packaged Foods,United States,6135855104.0,550000000.0,10037000192.0,0.05347,0.13891,0.0548,11.184782,9.557778,-0.172,0.6113236,1.53125,-0.045,185.001,7.58,0.8478,862499968.0
CPF,Central Pacific Financial Corp.,Financial Services,Banks - Regional,United States,906495616.0,80445000.0,282940992.0,0.0108,0.13975,0.28432,11.615384,9.737374,0.2,3.2038329,1.5271976,0.092,,3.34,0.3712,
CPK,Chesapeake Utilities Corporation,Utilities,Utilities - Regulated Gas,United States,3037082112.0,148700000.0,984400000.0,0.043390002,0.095970005,0.15106,20.340836,17.30188,0.118,3.0852115,1.8386328,0.182,100.926,2.32,0.4398,-244312496.0
CPNG,"Coupang, Inc.",Consumer Cyclical,Internet Retail,United States,28936435712.0,-165000000.0,35129999360.0,0.00382,-0.03987,-0.0047,,37.00813,,0.8236959,7.418316,0.075,137.303,,0.0,242250000.0
CPRI,Capri Holdings Limited,Consumer Cyclical,Luxury Goods,United Kingdom,2202111232.0,-1154000000.0,4326000128.0,0.00068000006,-1.95589,-0.1165,,9.9023695,,0.50904095,20.976164,-0.04,1213.889,,0.0,153124992.0
CPRT,"Copart, Inc.",Industrials,Specialty Business Services,United States,32550193152.0,1553201024.0,4638866944.0,0.11336,0.17607,0.33481997,21.251572,20.02323,0.023,7.0168414,3.325133,0.021,1.059,,0.0,999977152.0
CPRX,"Catalyst Pharmaceuticals, Inc.",Healthcare,Biotechnology,United States,3825629952.0,221323008.0,596958016.0,0.16268,0.24496001,0.37075,18.069365,9.969575,0.111,6.408541,3.771718,0.056,0.265,,0.0,171809872.0
CPS,Cooper-Standard Holdings Inc.,Consumer Cyclical,Auto Parts,United States,505137856.0,-39020000.0,2760205056.0,0.03684,,-0.014140001,,6.2971597,,0.18300736,-4.380293,0.029,,,0.0,14402375.0
CPSS,"Consumer Portfolio Services, Inc.",Financial Services,Credit Services,United States,207655248.0,20170000.0,202696992.0,0.00522,0.06583,0.09951,11.258822,6.5999994,0.263,1.0244614,0.66050106,0.079,1172.899,,0.0,
CPT,Camden Property Trust,Real Estate,REIT - Residential,United States,10649266176.0,387255008.0,1584873984.0,0.015829999,0.09064999,0.24486999,30.019554,87.85468,0.121,6.719314,2.620261,-0.005,104.147,3.95,1.176,688079616.0
CPXTF,,,,Thailand,,9506921472.0,523902320640.0,0.01898,0.03119,0.01815,,,0.081,,0.6450193,0.052,56.95,,,3125020928.0
CQP,"Cheniere Energy Partners, L.P.",Energy,Oil & Gas Midstream,United States,30684190720.0,2072000000.0,11368999936.0,0.11846,,0.22271,14.810747,14.317077,-0.824,2.6989348,10.450049,0.204,18228.205,5.16,0.77099997,2367624960.0
CR,Crane Company,Industrials,Specialty Industrial Machinery,United States,10379787264.0,320500000.0,2443800064.0,0.076680005,0.16613,0.13364,32.921246,23.686346,-0.378,4.2473965,4.9498816,0.249,57.874,0.57,0.1731,193624992.0
CRAI,"CRA International, Inc.",Industrials,Consulting Services,United States,958016064.0,47841000.0,770707008.0,0.075440004,0.22509001,0.06217,20.558945,15.387201,-0.355,1.2430353,4.814851,0.105,141.201,1.54,0.294,46822500.0
CRBG,"Corebridge Financial, Inc.",Financial Services,Asset Management,United States,12669776896.0,245000000.0,18694000640.0,0.00196,0.016900001,0.01311,69.35,4.7557735,,0.67774564,1.2286297,0.021,148.375,3.53,2.425,1860249984.0
CRBU,"Caribou Biosciences, Inc.",Healthcare,Biotechnology,United States,208279200.0,-133219000.0,11203000.0,-0.34687,-0.8346,0.0,,-1.5,,18.591377,1.9961976,0.019,26.413,,0.0,-61984124.0
CRC,California Resources Corporation,Energy,Oil & Gas E&P,United States,5508835840.0,-463000000.0,3464000000.0,-0.01395,-0.14392,-0.13366,,14.23419,,1.5903106,1.8878949,0.067,47.224,2.61,0.3777,438000000.0
CRCT,"Cricut, Inc.",Technology,Computer Hardware,United States,835396608.0,73109000.0,705617024.0,0.09203,0.1725,0.10361,11.705882,20.947369,-0.123,1.1839236,2.3370523,-0.019,2.992,5.02,0.5882,79566496.0
CRD-A,Crawford & Company,Financial Services,Insurance Brokers,United States,505443552.0,17855000.0,1263213952.0,0.04593,0.10704,0.01413,28.805553,10.581633,-0.259,0.40012506,2.864641,-0.008,155.394,2.89,0.8194,66491248.0
CRDF,"Cardiff Oncology, Inc.",Healthcare,Biotechnology,United States,121698416.0,-44787000.0,525000.0,-0.44249,-0.84789,0.0,,-2.1813726,,231.8065,3.5039368,-0.624,1.861,,0.0,-20021500.0
CRDO,Credo Technology Group Holding Ltd,Technology,Semiconductors,Cayman Islands,40285712384.0,339764992.0,1068137984.0,0.1468,0.27544,0.31809,120.66851,39.597446,4.125,37.71583,21.762653,2.015,0.88,,0.0,172241120.0
CRGY,Crescent Energy Company,Energy,Oil & Gas E&P,United States,4359321088.0,-284791008.0,3812440064.0,0.00368,-0.056560002,-0.0747,,5.470074,,1.1434464,0.9309542,0.245,111.911,3.64,0.8889,628797760.0
CRH,CRH plc,Basic Materials,Building Materials,Ireland,67067256832.0,3648000000.0,38060998656.0,0.060500003,0.15812,0.09645,18.621523,15.020323,,1.7620993,2.9072533,0.091,83.227,1.55,0.2783,786124992.0
CRI,"Carter's, Inc.",Consumer Cyclical,Apparel Retail,United States,1371929856.0,88179000.0,2949711872.0,0.03798,0.10204001,0.03071,14.951807,10.309621,-0.093,0.4651064,1.4776741,0.081,128.85,2.69,0.4016,95228248.0
CRK,"Comstock Resources, Inc.",Energy,Oil & Gas E&P,United States,4094119936.0,620401024.0,2001031040.0,0.036199998,0.24239,0.31201,6.307692,11.459575,,2.0460052,1.4847162,0.142,98.697,,0.0,-785633472.0
CRL,"Charles River Laboratories International, Inc.",Healthcare,Diagnostics & Research,United States,7721287168.0,-184650000.0,4027044096.0,0.04264,-0.0587,-0.04585,,13.022314,,1.9173585,2.6257167,0.012,102.551,,0.0,510023744.0
CRM,"Salesforce, Inc.",Technology,Software - Application,United States,147306938368.0,7456999936.0,41524998144.0,0.05179,0.123959996,0.17958,23.085897,12.0300665,0.179,3.547428,2.8285322,0.121,29.947,0.98,0.2133,16366999552.0
CRMD,CorMedix Inc.,Healthcare,Biotechnology,United States,626046080.0,180024000.0,400054016.0,0.26403,0.65592,0.45247,3.6774192,22.800001,0.428,1.5649039,1.4313902,2.261,33.73,,0.0,119837056.0
CRMT,"America's Car-Mart, Inc.",Consumer Cyclical,Auto & Truck Dealerships,United States,98633104.0,-94316000.0,1343049984.0,0.0086,-0.18163,-0.070199996,,-10.56,,0.073439635,0.20577843,-0.12,198.449,,0.0,48242248.0
CRNC,Cerence Inc.,Technology,Software - Application,United States,496162112.0,-19648000.0,302144000.0,0.03275,-0.12765999,-0.06503,,14.334204,-0.92,1.6421379,3.128205,-0.177,118.293,,0.0,61471876.0
CRNX,"Crinetics Pharmaceuticals, Inc.",Healthcare,Biotechnology,United States,3880199680.0,-496388000.0,18069000.0,-0.24693,-0.39168,0.0,,-8.743169,,214.74347,3.0263157,28.734,3.737,,0.0,-242135744.0
CROX,"Crocs, Inc.",Consumer Cyclical,Footwear & Accessories,United States,5487725056.0,-103745000.0,4024771072.0,0.115559995,-0.061079998,-0.02578,,7.6086493,-0.042,1.3634875,3.9030254,-0.017,120.881,,0.0,446939616.0
CRS,Carpenter Technology Corporation,Industrials,Metal Fabrication,United States,21569517568.0,478900000.0,3028800000.0,0.11332,0.24892999,0.15818,45.64879,34.36745,0.473,7.121473,10.432066,0.116,33.822,0.18,0.0842,300724992.0
CRSP,CRISPR Therapeutics AG,Healthcare,Biotechnology,Switzerland,4857161216.0,-568534016.0,4103000.0,-0.14057,-0.31206,0.0,,-13.040416,,1183.8073,2.6750238,0.686,43.407,,0.0,-260895744.0
CRSR,"Corsair Gaming, Inc.",Technology,Computer Hardware,United States,822992960.0,9466000.0,1457241984.0,0.00979,0.013099999,0.00486,85.55555,10.034665,,0.5647607,1.270627,-0.041,28.428,,0.0,59662248.0
CRUS,"Cirrus Logic, Inc.",Technology,Semiconductors,United States,8658273280.0,414408000.0,1997378944.0,0.11948,0.20327,0.20748,21.805096,18.236095,0.199,4.3348174,4.0697594,0.057,6.296,,0.0,505731264.0
CRVL,CorVel Corporation,Financial Services,Insurance Brokers,United States,3215233792.0,110344000.0,958526976.0,0.15048,0.30813,0.11512,29.317757,,0.189,3.354349,8.540703,0.074,5.247,,0.0,
CRWD,"CrowdStrike Holdings, Inc.",Technology,Software - Infrastructure,United States,168874803200.0,-162502000.0,4812004864.0,-0.015700001,-0.04137,-0.033770002,,107.72588,,35.09448,37.95972,0.233,18.336,,0.0,1604615040.0
CSCO,"Cisco Systems, Inc.",Technology,Communication Equipment,United States,474588151808.0,11957999616.0,60745998336.0,0.07337,0.25229,0.19685,40.13667,25.2524,0.371,7.8126655,9.738758,0.12,67.541,1.4,0.55,9288375296.0
CSGP,"CoStar Group, Inc.",Real Estate,Real Estate Services,United States,13863676928.0,25000000.0,3412000000.0,-0.00158,0.00303,0.00733,485.0,18.877367,,4.0632114,1.7466687,0.225,14.526,,0.0,202200000.0
