transaction_key,time_key,symbol_key,geography_key,transaction_type_key,unit
1104,26,149,36,1,146
1105,22,149,36,1,146
1106,78,151,41,1,144
1107,19,149,36,1,144
1108,8,151,41,1,136
1109,12,1958,41,1,136
1110,26,725,41,1,135
1111,113,227,40,1,135
1112,205,151,41,1,135
1113,89,2870,37,1,135
1114,124,832,41,1,133
1115,17,725,41,1,133
1116,164,151,41,1,132
1117,212,1900,41,1,132
1118,104,1196,41,1,129
1119,154,1258,41,1,129
1120,220,2275,40,1,129
1121,61,2665,26,1,129
1122,6,101,41,1,128
1123,189,2275,40,1,128
1124,220,151,41,1,125
1125,105,1980,8,1,123
1126,55,227,40,1,123
1127,31,2762,5,1,122
1128,54,227,40,1,122
1129,136,2275,40,1,115
1130,144,227,40,1,107
1131,145,1980,8,1,107
1132,127,2275,40,1,103
1133,45,2869,41,1,101
1134,56,227,40,1,101
1135,20,149,36,3,96
1136,25,1900,41,3,96
1137,194,227,40,3,93
1138,199,151,41,3,93
1139,110,227,40,3,93
1140,62,1852,36,3,92
1141,188,151,41,3,92
1142,114,2870,37,3,92
1143,127,151,41,3,91
1144,208,126,20,3,91
1145,31,1900,41,3,91
1146,31,1852,36,3,91
1147,46,1900,41,3,91
1148,67,3159,41,3,87
1149,33,1852,36,3,87
1150,158,177,41,3,84
1151,29,1852,36,3,84
1152,131,126,20,3,84
1153,122,126,20,3,83
1154,29,1852,36,3,83
1155,59,1852,36,3,82
1156,51,1852,36,3,82
1157,31,1852,36,3,82
1158,133,227,40,3,81
1159,41,1852,36,3,81
1160,215,770,5,3,80
1161,98,151,41,3,80
1162,134,151,41,3,75
1163,81,151,41,3,75
1164,110,2870,37,3,74
1165,198,151,41,3,74
1166,31,2762,5,3,73
1167,102,2870,37,3,73
1168,126,227,40,3,71
1169,180,832,41,3,71
1170,18,1852,36,3,69
1171,151,1980,8,3,69
1172,18,1852,36,3,68
1173,17,1852,36,3,68
1174,28,1852,36,3,67
1175,25,1852,36,3,67
1176,80,151,41,3,63
1177,22,1852,36,3,63
1178,9,151,41,3,62
1179,25,1958,41,3,62
1180,28,725,41,3,62
1181,114,227,40,3,62
1182,208,151,41,3,61
1183,93,2870,37,3,61
1184,140,832,41,3,60
1185,19,725,41,3,60
1186,167,151,41,3,60
1187,222,1900,41,3,60
1188,113,1196,41,3,60
1189,198,1258,41,3,60
1190,223,1444,40,3,58
1191,66,2665,26,3,58
1192,9,101,41,3,58
1193,190,1444,40,3,58
1194,221,151,41,3,58
1195,120,1980,8,3,58
1196,55,227,40,3,58
1197,55,227,40,3,58
1198,140,1444,40,3,58
1199,154,227,40,3,57
1200,151,1980,8,3,57
1201,133,1444,40,3,56
1202,46,2869,41,3,56
1203,57,227,40,3,56
1204,33,1277,36,1,56
1205,5,319,41,1,56
1206,227,1900,41,1,56
1207,100,770,5,1,56
1208,70,2665,26,1,56
1209,147,2457,40,1,56
1210,20,1092,8,1,56
1211,75,2665,26,1,55
1212,89,2869,41,1,55
1213,45,1092,8,1,55
1214,56,1092,8,1,55
1215,22,2275,40,1,55
1216,80,1092,8,1,55
1217,53,1092,8,1,55
1218,40,1092,8,1,55
1219,50,1092,8,1,54
1220,2,2275,40,1,54
1221,43,1761,41,1,53
1222,34,1092,8,1,53
1223,136,6,41,1,53
1224,30,1092,8,1,53
1225,32,1092,8,1,52
1226,189,770,5,1,52
1227,49,767,16,1,52
1228,30,1761,41,1,52
1229,227,2665,26,1,52
1230,36,1761,41,1,51
1231,227,770,5,1,51
1232,22,1761,41,1,50
1233,164,832,41,1,50
1234,86,1761,41,1,50
1235,228,1900,41,1,50
1236,51,1277,36,1,50
1237,82,1815,41,1,50
1238,164,2275,40,1,50
1239,48,1277,36,1,50
1240,8,2275,40,1,49
1241,8,2275,40,1,49
1242,49,1277,36,1,49
1243,206,1980,8,1,49
1244,119,6,41,1,48
1245,42,1277,36,1,48
1246,36,1277,36,1,48
1247,205,1900,41,1,48
1248,145,2412,41,1,48
1249,64,770,5,1,48
1250,45,1277,36,1,47
1251,104,2412,41,1,47
1252,54,1900,41,1,47
1253,70,1277,36,1,47
1254,68,2665,26,1,46
1255,205,2968,41,1,46
1256,200,1900,41,1,46
1257,90,2412,41,1,46
1258,108,1900,41,1,46
1259,41,770,5,1,46
1260,98,1558,41,1,46
1261,82,770,5,1,46
1262,191,2870,37,1,46
1263,75,2116,36,1,45
1264,46,1900,41,1,45
1265,145,1558,41,1,45
1266,75,770,5,1,45
1267,220,2870,37,1,45
1268,46,2116,36,1,45
1269,25,2116,36,1,45
1270,16,1900,41,1,45
1271,67,2665,26,1,45
1272,228,2870,37,1,45
1273,18,1092,8,1,45
1274,13,1900,41,1,45
1275,128,177,41,1,45
1276,17,1092,8,1,45
1277,37,2116,36,1,45
1278,189,2870,37,1,45
1279,25,725,41,1,44
1280,66,2665,26,1,44
1281,136,2870,37,1,44
1282,47,2968,41,1,44
1283,27,1092,8,1,44
1284,9,1092,8,1,44
1285,90,177,41,1,43
1286,208,1815,41,1,43
1287,25,1092,8,1,43
1288,31,1092,8,1,43
1289,8,1092,8,1,43
1290,26,3164,8,1,43
1291,89,6,41,1,43
1292,4,2762,5,1,42
1293,70,2968,41,1,42
1294,8,3164,8,1,42
1295,17,2968,41,1,42
1296,76,177,41,1,42
1297,140,1258,41,1,42
1298,2,3164,8,1,41
1299,89,1258,41,1,41
1300,115,2870,37,1,41
1301,183,151,41,1,41
1302,128,2870,37,1,41
1303,4,101,41,1,41
1304,123,2870,37,1,41
1305,31,151,41,1,40
1306,36,149,36,3,40
1307,6,319,41,3,40
1308,228,1900,41,3,40
1309,144,770,5,3,39
1310,74,2665,26,3,39
1311,148,1689,40,3,39
1312,24,3164,8,3,39
1313,26,2544,21,3,39
1314,78,2665,26,3,39
1315,12,1900,41,3,39
1316,100,2869,41,3,39
1317,49,3164,8,3,39
1318,60,3164,8,3,39
1319,25,1689,40,3,39
1320,81,1815,41,3,39
1321,55,3164,8,3,38
1322,45,3164,8,3,38
1323,51,3164,8,3,38
1324,4,1689,40,3,38
1325,60,1761,41,3,38
1326,40,3164,8,3,38
1327,31,3164,8,3,37
1328,34,3164,8,3,37
1329,201,770,5,3,37
1330,50,892,16,3,37
1331,36,1761,41,3,37
1332,228,2665,26,3,37
1333,43,1761,41,3,37
1334,30,1761,41,3,37
1335,166,832,41,3,37
1336,94,1761,41,3,37
1337,230,1900,41,3,36
1338,54,2043,36,3,36
1339,90,1815,41,3,36
1340,170,1689,40,3,36
1341,49,2043,36,3,36
1342,8,1444,40,3,36
1343,9,1444,40,3,35
1344,50,2043,36,3,35
1345,228,1980,8,3,35
1346,134,6,41,3,35
1347,43,2043,36,3,35
1348,37,2043,36,3,35
1349,211,1900,41,3,35
1350,174,2412,41,3,35
1351,28,805,41,3,35
1352,36,1958,41,3,35
1353,75,770,5,3,35
1354,46,2043,36,3,35
1355,143,2412,41,3,34
1356,60,1900,41,3,34
1357,74,2043,36,3,34
1358,70,2665,26,3,34
1359,204,1900,41,3,34
1360,98,2412,41,3,34
1361,116,1900,41,3,34
1362,64,770,5,3,34
1363,143,1558,41,3,34
1364,98,770,5,3,34
1365,196,2870,37,3,33
1366,76,2043,36,3,33
1367,54,1900,41,3,33
1368,148,1558,41,3,33
1369,78,770,5,3,33
1370,221,2870,37,3,33
1371,47,2043,36,3,33
1372,26,2043,36,3,33
1373,22,1900,41,3,33
1374,67,2665,26,3,32
1375,20,3164,8,3,32
1376,40,770,5,3,32
1377,15,1900,41,3,32
1378,200,177,41,3,31
1379,18,3164,8,3,31
1380,38,2043,36,3,30
1381,190,2870,37,3,30
1382,26,725,41,3,30
1383,66,2665,26,3,30
1384,140,2870,37,3,30
1385,59,2968,41,3,30
1386,30,3164,8,3,30
1387,11,3164,8,3,30
1388,127,177,41,3,30
1389,218,1815,41,3,30
1390,26,3164,8,3,29
1391,32,3164,8,3,29
1392,8,3164,8,3,29
1393,27,3164,8,3,29
1394,100,6,41,3,29
1395,20,2762,5,3,29
1396,81,2968,41,3,28
1397,9,3164,8,3,28
1398,28,2968,41,3,28
1399,86,177,41,3,28
1400,2,2762,5,3,28
1401,3,2762,5,3,28
1402,198,1258,41,3,28
1403,4,3164,8,3,28
1404,98,1258,41,3,27
1405,119,2870,37,3,27
1406,185,151,41,3,27
1407,134,2870,37,3,27
1408,6,101,41,3,27
1409,127,2870,37,3,27
1410,31,151,41,3,27
1411,30,246,29,1,27
1412,37,2457,40,1,27
1413,145,1815,41,1,27
1414,38,1359,8,1,27
1415,189,246,29,1,27
1416,33,2607,5,1,27
1417,46,2457,40,1,27
1418,185,1900,41,1,27
1419,42,1359,8,1,26
1420,70,767,16,1,26
1421,55,414,41,1,26
1422,13,414,41,1,26
1423,199,177,41,1,26
1424,37,1359,8,1,26
1425,47,1277,36,1,26
1426,84,449,4,1,26
1427,38,2457,40,1,26
1428,164,2665,26,1,26
1429,104,2169,41,1,26
1430,47,767,16,1,26
1431,100,2665,26,1,26
1432,50,767,16,1,26
1433,68,1900,41,1,26
1434,9,2457,40,1,26
1435,29,1359,8,1,25
1436,183,1761,41,1,25
1437,55,1359,8,1,25
1438,50,2607,5,1,25
1439,46,2607,5,1,25
1440,220,2665,26,1,25
1441,75,2607,5,1,25
1442,60,2457,40,1,25
1443,55,2607,5,1,25
1444,43,2607,5,1,25
1445,91,1815,41,1,25
1446,33,1359,8,1,25
1447,35,2607,5,1,25
1448,33,1359,8,1,25
1449,189,246,29,1,24
1450,98,1761,41,1,24
1451,59,2457,40,1,24
1452,48,2457,40,1,24
1453,36,2607,5,1,24
1454,128,1900,41,1,24
1455,64,2457,40,1,24
1456,51,2457,40,1,24
1457,210,1258,41,1,24
1458,44,1359,8,1,24
1459,52,2457,40,1,24
1460,65,2457,40,1,24
1461,154,770,5,1,24
1462,40,1359,8,1,24
1463,32,1359,8,1,24
1464,49,2457,40,1,24
1465,53,2457,40,1,24
1466,179,1697,41,1,24
1467,54,2457,40,1,24
1468,127,2127,5,1,24
1469,56,2457,40,1,23
1470,53,2457,40,1,23
1471,19,246,29,1,23
1472,50,2002,40,1,23
1473,39,1359,8,1,23
1474,39,1359,8,1,23
1475,45,2002,40,1,23
1476,86,2002,40,1,23
1477,154,1900,41,1,23
1478,50,414,41,1,23
1479,46,414,41,1,23
1480,39,2002,40,1,23
1481,38,1359,8,1,23
1482,31,1900,41,1,23
1483,34,1359,8,1,23
1484,41,414,41,1,23
1485,30,1359,8,1,23
1486,41,414,41,1,23
1487,85,1900,41,1,23
1488,39,2002,40,1,23
1489,36,414,41,1,22
1490,82,1900,41,1,22
1491,16,414,41,1,233
1492,76,767,16,1,222
1493,31,414,41,1,222
1494,80,1359,8,1,222
1495,30,1359,8,1,221
1496,75,767,16,1,221
1497,78,2002,40,1,217
1498,52,1697,41,1,217
1499,208,1697,41,1,215
1500,37,1359,8,1,215
1501,189,2665,26,1,214
1502,76,1900,41,1,214
1503,50,1697,41,1,202
1504,28,246,29,1,202
1505,79,1697,41,1,199
1506,34,2002,40,1,199
1507,32,2607,5,1,198
1508,36,1359,8,1,198
1509,32,2002,40,1,198
1510,8,2762,5,1,198
1511,227,2607,5,1,195
1512,78,1359,8,1,195
1513,6,246,29,1,190
1514,31,2002,40,1,185
1515,154,1815,41,1,185
1516,2,246,29,1,185
1517,230,1277,36,1,177
1518,218,1761,41,1,177
1519,67,1092,8,1,155
1520,36,2002,40,1,155
1521,68,1092,8,1,147
1522,138,2870,37,1,147
1523,98,1277,36,1,146
1524,21,246,29,1,146
1525,57,767,16,1,144
1526,70,1092,8,1,144
1527,75,1092,8,1,136
1528,132,2169,41,1,136
1529,208,246,29,1,135
1530,140,227,40,1,135
1531,145,2665,26,1,135
1532,31,1359,8,1,135
1533,31,1359,8,1,133
1534,70,1761,41,1,133
1535,89,1277,36,1,132
1536,80,2665,26,1,132
1537,17,2002,40,1,129
1538,64,557,41,1,129
1539,218,557,41,1,129
1540,104,2665,26,1,129
1541,45,767,16,1,128
1542,119,2665,26,1,128
1543,23,414,41,1,125
1544,18,2002,40,1,123
1545,17,2002,40,1,123
1546,218,1815,41,1,122
1547,115,2665,26,1,122
1548,100,2169,41,1,115
1549,2,97,41,1,115
1550,41,767,16,1,107
1551,227,1815,41,1,107
1552,85,1277,36,1,103
1553,15,2002,40,1,101
1554,229,1815,41,1,101
1555,68,2127,5,1,101
1556,16,2002,40,1,101
1557,138,557,41,1,96
1558,76,557,41,1,96
1559,76,1277,36,1,93
1560,205,1815,41,1,93
1561,140,151,41,1,93
1562,17,1761,41,1,92
1563,38,767,16,1,92
1564,30,2002,40,1,92
1565,31,2002,40,1,91
1566,13,2002,40,1,91
1567,195,2968,41,1,91
1568,70,767,16,1,91
1569,61,767,16,1,91
1570,189,2968,41,1,91
1571,27,2002,40,1,87
1572,151,1359,8,1,87
1573,29,2968,41,1,84
1574,99,2968,41,1,84
1575,89,2968,41,1,84
1576,154,527,36,1,84
1577,25,2002,40,1,83
1578,177,2968,41,1,83
1579,26,2275,40,1,82
1580,164,1277,36,1,82
1581,148,1359,8,1,82
1582,207,1761,41,1,81
1583,61,1092,8,1,81
1584,140,2968,41,1,80
1585,5,2275,40,1,80
1586,49,1092,8,1,75
1587,51,1092,8,1,75
1588,7,852,41,2,74
1589,7,852,41,2,74
1590,7,852,41,2,73
1591,7,852,41,2,73
1592,7,852,41,2,71
1593,7,852,41,2,71
1594,7,852,41,2,69
1595,7,852,41,2,69
1596,7,852,41,2,68
1597,7,852,41,2,68
1598,7,852,41,2,67
1599,7,852,41,2,67
1600,7,852,41,2,63
1601,7,852,41,2,63
1602,7,852,41,2,62
1603,7,852,41,2,62
1604,7,852,41,2,62
1605,7,852,41,2,62
1606,7,852,41,2,61
1607,7,852,41,2,61
1608,7,852,41,2,60
1609,7,852,41,2,60
1610,7,852,41,2,60
1611,17,737,41,2,60
1612,32,246,29,2,60
1613,44,2968,41,2,60
1614,53,1900,41,2,58
1615,53,1900,41,2,58
1616,59,414,41,2,58
1617,61,3164,8,2,58
1618,63,401,41,2,58
1619,72,2870,37,2,58
1620,85,1558,41,2,58
1621,89,1452,5,2,58
1622,89,1452,5,2,57
1623,96,6,41,2,57
1624,104,2412,41,2,56
1625,107,2968,41,2,56
1626,115,1900,41,2,56
1627,116,1804,20,2,56
1628,117,2874,20,2,56
1629,121,1240,41,2,56
1630,121,1240,41,2,56
1631,121,1258,41,2,56
1632,122,1804,20,2,55
1633,123,414,41,2,55
1634,123,414,41,2,55
1635,125,1815,41,2,55
1636,126,1804,20,2,55
1637,126,1804,20,2,55
1638,127,1605,40,2,55
1639,132,2775,20,2,54
1640,141,852,41,2,54
1641,143,1558,41,2,53
1642,145,832,41,2,53
1643,148,1452,5,2,53
1644,150,1761,41,2,52
1645,153,6,41,2,52
1646,159,2412,41,2,51
1647,163,1482,41,2,51
1648,164,2968,41,2,50
1649,164,2968,41,2,50
1650,165,1286,17,2,50
1651,165,1286,17,2,50
1652,168,1900,41,2,50
1653,169,1804,20,2,50
1654,169,1804,20,2,50
1655,169,1804,20,2,50
1656,169,1804,20,2,49
1657,169,2874,20,2,49
1658,170,1258,41,2,49
1659,170,1258,41,2,49
1660,175,414,41,2,48
1661,178,1815,41,2,48
1662,179,1002,20,2,48
1663,179,1002,20,2,48
1664,179,1002,20,2,48
1665,181,1605,40,2,48
1666,181,1605,40,2,47
1667,182,527,36,2,47
1668,186,2870,37,2,47
1669,186,2870,37,2,47
1670,191,1455,41,2,46
1671,204,1761,41,2,46
1672,207,6,41,2,46
1673,217,1286,17,2,46
1674,223,1002,20,2,46
1675,223,1002,20,2,46
1676,223,1002,20,2,46
1677,223,1002,20,2,45
1678,224,2775,20,2,45
1679,224,1258,41,2,45
1680,229,414,41,2,45
1681,230,1002,20,2,45
1682,230,1002,20,2,45
1683,230,1815,41,2,45
1684,154,1258,41,3,45
1685,148,449,4,3,45
1686,31,246,29,3,45
1687,38,1605,40,3,45
1688,56,874,20,3,45
1689,148,1815,41,3,44
1690,38,934,8,3,44
1691,189,246,29,3,44
1692,35,1452,5,3,44
1693,47,1605,40,3,44
1694,199,1900,41,3,44
1695,43,934,8,3,43
1696,70,2625,16,3,43
1697,59,414,41,3,43
1698,15,414,41,3,43
1699,201,177,41,3,43
1700,38,934,8,3,43
1701,47,149,36,3,43
1702,87,449,4,3,42
1703,38,1605,40,3,42
1704,169,2665,26,3,42
1705,127,2169,41,3,42
1706,49,2625,16,3,42
1707,102,2665,26,3,41
1708,57,2625,16,3,41
1709,76,1900,41,3,41
1710,11,1605,40,3,41
1711,30,934,8,3,41
1712,193,1761,41,3,41
1713,56,934,8,3,41
1714,54,1452,5,3,41
1715,49,3055,8,3,40
1716,221,2665,26,3,40
1717,111,3055,8,3,40
1718,62,1689,40,3,40
1719,59,3055,8,3,39
1720,46,3055,8,3,39
1721,110,1815,41,3,39
1722,33,934,8,3,39
1723,36,3055,8,3,39
1724,33,934,8,3,39
1725,192,246,29,3,39
1726,172,1761,41,3,39
1727,59,1689,40,3,39
1728,49,1689,40,3,39
1729,39,3055,8,3,39
1730,199,1900,41,3,39
1731,65,1605,40,3,38
1732,51,1605,40,3,38
1733,44,934,8,3,38
1734,52,1605,40,3,38
1735,67,1605,40,3,38
1736,174,770,5,3,38
1737,40,934,8,3,37
1738,33,934,8,3,37
1739,50,1605,40,3,37
1740,53,1605,40,3,37
1741,183,1697,41,3,37
1742,55,1605,40,3,37
1743,58,1605,40,3,37
1744,54,1605,40,3,37
1745,21,246,29,3,37
1746,51,1605,40,3,37
1747,39,934,8,3,36
1748,40,934,8,3,36
1749,45,1689,40,3,36
1750,89,1689,40,3,36
1751,165,1900,41,3,36
1752,54,414,41,3,36
1753,50,414,41,3,35
1754,39,1689,40,3,35
1755,38,934,8,3,35
1756,32,1900,41,3,35
1757,36,934,8,3,35
1758,41,414,41,3,35
1759,30,934,8,3,35
1760,46,414,41,3,35
1761,89,1900,41,3,35
1762,41,655,40,3,35
1763,40,414,41,3,35
1764,83,1900,41,3,35
1765,23,414,41,3,34
1766,77,2625,16,3,34
1767,32,2762,5,3,34
1768,36,414,41,3,34
1769,81,934,8,3,34
1770,31,934,8,3,34
1771,76,2625,16,3,34
1772,79,1605,40,3,34
1773,56,1697,41,3,34
1774,209,1697,41,3,34
1775,37,934,8,3,33
1776,198,2665,26,3,33
1777,104,1900,41,3,33
1778,36,1958,41,3,33
1779,52,1697,41,3,33
1780,30,246,29,3,33
1781,81,1697,41,3,33
1782,36,1605,40,3,33
1783,33,3055,8,3,33
1784,37,934,8,3,33
1785,34,1605,40,3,32
1786,20,2762,5,3,32
1787,228,3055,8,3,32
1788,80,934,8,3,32
1789,19,246,29,3,31
1790,31,655,40,3,31
1791,176,1815,41,3,30
1792,6,246,29,3,30
1793,67,3164,8,3,30
1794,37,655,40,3,30
1795,70,3164,8,3,30
1796,173,2870,37,3,30
1797,102,149,36,3,30
1798,28,246,29,3,30
1799,58,892,16,3,30
1800,74,3164,8,3,30
1801,78,3164,8,3,30
1802,169,2169,41,3,29
1803,218,246,29,3,29
1804,170,227,40,3,29
1805,164,2665,26,3,29
1806,31,934,8,3,29
1807,32,934,8,3,29
1808,77,1761,41,3,28
1809,92,149,36,3,28
1810,80,2665,26,3,28
1811,17,655,40,3,28
1812,74,557,41,3,28
1813,228,557,41,3,28
1814,109,2665,26,3,28
1815,47,892,16,3,28
1816,140,2665,26,3,28
1817,31,414,41,3,27
1818,22,655,40,3,27
1819,18,655,40,3,27
1820,226,1815,41,3,27
1821,118,2665,26,3,27
1822,104,2169,41,3,27
1823,11,97,41,3,27
1824,45,892,16,3,27
1825,228,1815,41,3,27
1826,87,2043,36,3,27
1827,16,655,40,3,27
1828,76,2127,5,3,27
1829,17,655,40,3,27
1830,9,697,31,3,27
1831,198,557,41,3,27
1832,115,557,41,3,26
1833,80,2043,36,3,26
1834,208,1815,41,3,26
1835,160,151,41,3,26
1836,22,1761,41,3,26
1837,41,892,16,3,26
1838,30,655,40,3,26
1839,32,655,40,3,26
1840,13,1689,40,3,26
1841,198,2968,41,3,26
1842,75,892,16,3,26
1843,67,892,16,3,26
1844,193,2968,41,3,26
1845,30,1689,40,3,26
1846,151,934,8,3,26
1847,45,2968,41,3,25
1848,154,2968,41,3,25
1849,99,2968,41,3,25
1850,176,527,36,3,25
1851,25,1689,40,3,25
1852,188,2968,41,3,25
1853,27,1689,40,3,25
1854,173,2043,36,3,233
1855,151,934,8,3,222
1856,216,1761,41,3,222
1857,2,697,31,3,222
1858,64,3164,8,3,221
1859,155,2968,41,3,221
1860,8,1689,40,3,217
1861,50,3164,8,3,217
1862,53,3164,8,3,215
1863,40,401,41,1,215
1864,22,401,41,1,214
1865,17,401,41,1,214
1866,30,401,41,1,202
1867,76,2607,5,1,202
1868,39,401,41,1,199
1869,87,2607,5,1,199
1870,78,3183,8,1,198
1871,145,2607,5,1,198
1872,64,1697,41,1,198
1873,105,655,40,1,198
1874,115,246,29,1,195
1875,125,246,29,1,195
1876,195,414,41,1,190
1877,76,3183,8,1,185
1878,99,655,40,1,185
1879,183,414,41,1,185
1880,54,246,29,1,177
1881,56,3183,8,1,177
1882,128,1697,41,1,155
1883,90,655,40,1,155
1884,189,1697,41,1,147
1885,76,246,29,1,147
1886,89,1689,40,1,146
1887,98,3183,8,1,146
1888,55,1689,40,1,144
1889,79,2607,5,1,144
1890,104,3183,8,1,136
1891,115,1697,41,1,136
1892,154,414,41,1,135
1893,164,246,29,1,135
1894,198,1697,41,1,135
1895,76,1605,40,1,135
1896,123,3183,8,1,133
1897,138,3183,8,1,133
1898,218,1697,41,1,132
1899,100,484,27,1,132
1900,98,414,41,1,129
1901,145,2607,5,1,129
1902,92,3183,8,1,129
1903,100,1697,41,1,129
1904,91,3183,8,1,128
1905,167,3183,8,1,128
1906,34,1697,41,1,125
1907,104,414,41,1,123
1908,111,3183,8,1,123
1909,140,3183,8,1,122
1910,36,1697,41,1,122
1911,86,3183,8,1,115
1912,29,3183,8,1,115
1913,49,246,29,1,107
1914,140,3183,8,1,107
1915,140,3183,8,1,103
1916,67,246,29,1,101
1917,138,1452,5,1,101
1918,220,2625,16,1,101
1919,70,1452,5,1,101
1920,221,2625,16,1,96
1921,40,1452,5,1,96
1922,154,1697,41,1,93
1923,145,3183,8,1,93
1924,73,3183,8,1,93
1925,183,1815,41,1,92
1926,73,1605,40,1,92
1927,70,3183,8,1,92
1928,52,3183,8,1,91
1929,68,1605,40,1,91
1930,68,484,27,1,91
1931,47,3183,8,1,91
1932,51,3183,8,1,91
1933,41,3183,8,1,91
1934,53,934,8,1,87
1935,49,934,8,1,87
1936,89,2625,16,1,84
1937,48,934,8,1,84
1938,199,1815,41,1,84
1939,53,934,8,1,84
1940,83,1605,40,1,83
1941,70,1605,40,1,83
1942,205,1697,41,1,82
1943,189,484,27,1,82
1944,138,2625,16,1,82
1945,45,934,8,1,81
1946,67,1900,41,1,81
1947,68,414,41,1,80
1948,185,2625,16,1,80
1949,50,934,8,1,75
1950,64,2665,26,1,75
1951,41,1605,40,1,74
1952,46,1697,41,1,74
1953,49,1452,5,1,73
1954,210,414,41,1,73
1955,46,934,8,1,71
1956,73,414,41,1,71
1957,68,1697,41,1,69
1958,38,2625,16,1,69
1959,116,2625,16,1,68
1960,46,934,8,1,68
1961,56,1697,41,1,67
1962,49,1452,5,1,67
1963,114,1815,41,1,63
1964,70,1697,41,1,63
1965,15,414,41,3,62
1966,60,401,41,3,62
1967,29,401,41,3,62
1968,22,401,41,3,62
1969,39,401,41,3,61
1970,101,3055,8,3,61
1971,40,401,41,3,60
1972,89,3055,8,3,60
1973,82,261,8,3,60
1974,149,3055,8,3,60
1975,67,1697,41,3,60
1976,26,2544,21,3,60
1977,110,1689,40,3,58
1978,121,246,29,3,58
1979,133,246,29,3,58
1980,206,414,41,3,58
1981,140,261,8,3,58
1982,101,1689,40,3,58
1983,193,414,41,3,58
1984,55,246,29,3,58
1985,57,261,8,3,58
1986,151,1697,41,3,58
1987,97,1689,40,3,57
1988,198,1697,41,3,57
1989,81,246,29,3,56
1990,89,1689,40,3,56
1991,99,261,8,3,56
1992,56,1689,40,3,56
1993,81,3055,8,3,56
1994,132,261,8,3,56
1995,127,1697,41,3,56
1996,174,414,41,3,56
1997,188,246,29,3,56
1998,200,1697,41,3,56
1999,81,1689,40,3,56
2000,127,261,8,3,56
2001,140,261,8,3,55
2002,221,1697,41,3,55
2003,189,484,27,3,55
2004,140,414,41,3,55
2005,149,3055,8,3,55
2006,94,261,8,3,55
2007,114,1697,41,3,55
2008,92,261,8,3,55
2009,179,261,8,3,54
2010,36,1697,41,3,54
2011,140,414,41,3,53
2012,116,261,8,3,53
2013,148,261,8,3,53
2014,46,1697,41,3,53
2015,89,261,8,3,52
2016,26,2544,21,3,52
2017,29,261,8,3,52
2018,50,246,29,3,52
2019,148,261,8,3,52
2020,178,261,8,3,51
2021,67,246,29,3,51
2022,145,3055,8,3,50
2023,221,892,16,3,50
2024,75,3055,8,3,50
2025,26,2544,21,3,50
2026,42,3055,8,3,50
2027,179,1697,41,3,50
2028,167,261,8,3,50
2029,76,1467,19,3,50
2030,201,1815,41,3,49
2031,76,1689,40,3,49
2032,73,1467,19,3,49
2033,52,1467,19,3,49
2034,70,1689,40,3,48
2035,75,484,27,3,48
2036,47,1467,19,3,48
2037,51,1467,19,3,48
2038,42,1467,19,3,48
2039,53,1467,19,3,48
2040,50,1467,19,3,47
2041,90,892,16,3,47
2042,49,1467,19,3,47
2043,204,1815,41,3,47
2044,55,1467,19,3,46
2045,83,1689,40,3,46
2046,73,1689,40,3,46
2047,207,1697,41,3,46
2048,192,484,27,3,46
2049,152,892,16,3,46
2050,45,1467,19,3,46
2051,67,1900,41,3,46
2052,73,414,41,3,46
2053,199,892,16,3,45
2054,51,1467,19,3,45
2055,65,2665,26,3,45
2056,44,1689,40,3,45
2057,50,1697,41,3,45
2058,49,3055,8,3,45
2059,228,414,41,3,45
2060,47,1467,19,3,45
2061,97,414,41,3,45
2062,70,1697,41,3,45
2063,38,892,16,3,45
2064,119,892,16,3,45
2065,46,1467,19,3,45
2066,67,1697,41,3,45
2067,50,3055,8,3,45
2068,144,1815,41,3,45
2069,78,1697,41,3,45
